Defect_ID,Severity_Level,Predicted_Resolution_Time_Hours,Overdue_Days,Asset_Age_Years,Historical_Failure_Count,Joint_Block_Feasibility_Score,Confidence_Score,Task_Urgency_Tier,Priority_Score,Severity_Level_Enc,Task_Urgency_Tier_Enc,Dept_SMMS,Dept_TDMS,Dept_TMS
SMMS01077,Medium,5.1,60,13.8,1,29.4,0.69,This Month,48.7,2,2,1,0,0
SMMS01078,High,9.1,30,14.3,4,45.0,0.82,This Week,56.6,3,3,1,0,0
SMMS01079,Critical,6.1,10,13.9,3,35.2,0.86,Immediate,60.7,4,4,1,0,0
SMMS01080,Low,3.2,90,22.4,1,30.1,0.68,This Month,52.1,1,2,1,0,0
SMMS01081,Medium,4.8,60,22.9,2,32.2,0.85,This Week,66.2,2,3,1,0,0
SMMS01082,Low,3.6,90,8.8,2,54.0,0.56,This Month,45.9,1,2,1,0,0
SMMS01083,Low,6.2,90,14.7,2,56.1,0.85,This Month,50.3,1,2,1,0,0
SMMS01084,High,6.9,30,6.3,1,36.2,0.68,This Week,57.2,3,3,1,0,0
SMMS01085,High,7.7,30,12.5,2,27.6,0.77,This Month,53.0,3,2,1,0,0
SMMS01086,Low,8.6,90,6.5,1,60.0,0.72,This Month,50.4,1,2,1,0,0
SMMS01087,High,5.3,30,10.6,2,32.2,0.77,This Month,50.5,3,2,1,0,0
SMMS01088,Critical,5.6,10,2.6,1,43.0,0.84,Immediate,44.2,4,4,1,0,0
SMMS01089,Medium,4.6,60,2.1,2,25.1,0.86,This Month,52.5,2,2,1,0,0
SMMS01090,High,9.4,30,9.7,4,42.3,0.86,This Month,49.3,3,2,1,0,0
SMMS01091,Low,8.1,80,8.9,0,22.3,0.7,This Month,44.2,1,2,1,0,0
SMMS01092,Medium,4.7,60,7.4,0,25.1,0.77,This Month,47.5,2,2,1,0,0
SMMS01093,Low,3.8,90,24.1,4,29.5,0.88,This Week,61.8,1,3,1,0,0
SMMS01094,High,8.4,30,20.2,1,35.1,0.8,This Week,57.6,3,3,1,0,0
SMMS01095,Medium,5.5,60,9.1,3,29.3,0.95,This Week,56.3,2,3,1,0,0
SMMS01096,High,4.0,30,3.3,2,29.3,0.83,This Week,61.3,3,3,1,0,0
SMMS01097,Low,4.5,90,24.7,2,46.6,0.85,This Week,67.3,1,3,1,0,0
SMMS01098,High,7.3,30,17.4,4,38.1,0.68,This Week,58.3,3,3,1,0,0
SMMS01099,Low,5.5,0,2.7,4,24.8,0.92,Programmed,31.1,1,1,1,0,0
SMMS01100,Critical,7.8,10,3.4,1,66.7,0.81,Immediate,54.5,4,4,1,0,0
SMMS01101,High,4.4,30,20.1,0,39.0,0.52,This Week,57.2,3,3,1,0,0
SMMS01102,Low,6.2,90,23.4,2,53.6,0.79,This Week,68.2,1,3,1,0,0
SMMS01103,Low,1.9,54,10.2,1,72.3,0.66,This Month,41.8,1,2,1,0,0
SMMS01104,Critical,7.2,10,22.1,4,76.7,0.81,Immediate,59.2,4,4,1,0,0
SMMS01105,Medium,7.2,60,5.4,2,32.0,0.8,This Month,42.4,2,2,1,0,0
SMMS01106,Medium,4.6,60,23.0,1,32.0,0.61,This Week,56.5,2,3,1,0,0
SMMS01107,Low,5.3,90,2.8,0,58.4,0.69,This Month,43.3,1,2,1,0,0
SMMS01108,High,3.4,30,23.4,4,39.4,0.69,This Week,64.0,3,3,1,0,0
SMMS01109,High,5.7,30,17.7,3,42.4,0.82,This Week,61.5,3,3,1,0,0
SMMS01110,Critical,6.8,10,8.3,2,45.1,0.82,Immediate,55.4,4,4,1,0,0
SMMS01111,Medium,4.7,60,3.5,0,69.2,0.66,This Month,40.7,2,2,1,0,0
SMMS01112,Critical,3.7,10,3.7,2,51.8,0.8,Immediate,61.9,4,4,1,0,0
SMMS01113,Low,5.0,90,19.6,0,26.7,0.72,This Month,51.8,1,2,1,0,0
SMMS01114,High,6.3,30,6.0,2,38.0,0.66,This Month,41.8,3,2,1,0,0
SMMS01115,High,5.5,30,11.5,3,34.8,0.88,This Week,56.3,3,3,1,0,0
SMMS01116,Low,3.8,90,7.2,2,18.7,0.76,This Month,45.0,1,2,1,0,0
SMMS01117,High,5.3,30,13.9,2,96.9,0.73,This Month,51.9,3,2,1,0,0
SMMS01118,Critical,10.9,10,4.8,1,47.7,0.84,Immediate,52.1,4,4,1,0,0
SMMS01119,High,5.6,1,13.1,1,32.0,0.68,This Month,45.8,3,2,1,0,0
SMMS01120,Medium,6.6,60,13.3,3,27.3,0.77,This Week,56.2,2,3,1,0,0
SMMS01121,Low,5.0,90,18.6,0,51.3,0.69,This Month,51.9,1,2,1,0,0
SMMS01122,Critical,7.9,10,24.6,1,40.0,0.79,Immediate,61.6,4,4,1,0,0
SMMS01123,Medium,4.6,60,24.2,2,31.2,0.76,This Week,61.7,2,3,1,0,0
SMMS01124,Critical,7.8,10,9.3,2,65.9,0.99,Immediate,52.6,4,4,1,0,0
SMMS01125,Low,2.2,90,10.8,0,29.1,0.73,This Month,38.9,1,2,1,0,0
SMMS01126,Low,5.1,0,19.5,0,29.0,0.71,Programmed,19.0,1,1,1,0,0
SMMS01127,Medium,4.3,28,23.0,2,51.1,0.83,This Month,47.5,2,2,1,0,0
SMMS01128,High,4.9,30,18.5,2,44.6,0.78,This Week,59.2,3,3,1,0,0
SMMS01129,Low,3.6,34,21.5,1,24.2,0.86,This Month,44.2,1,2,1,0,0
SMMS01130,Medium,6.1,60,21.5,1,27.7,0.68,This Week,61.1,2,3,1,0,0
SMMS01131,High,4.9,30,17.1,2,30.1,0.8,This Week,56.1,3,3,1,0,0
SMMS01132,High,7.4,30,12.4,4,38.2,0.88,This Week,56.1,3,3,1,0,0
SMMS01133,Critical,9.9,10,23.7,6,51.4,0.74,Immediate,65.0,4,4,1,0,0
SMMS01134,Medium,4.2,8,4.5,1,29.6,0.84,Programmed,32.0,2,1,1,0,0
SMMS01135,Medium,4.7,60,22.8,5,88.7,0.79,This Week,64.4,2,3,1,0,0
SMMS01136,Low,5.9,90,11.9,0,37.4,0.61,This Month,48.9,1,2,1,0,0
SMMS01137,Medium,4.1,60,2.0,1,29.0,0.75,This Month,53.4,2,2,1,0,0
SMMS01138,High,8.7,17,6.1,2,37.9,0.81,This Month,45.7,3,2,1,0,0
SMMS01139,Low,2.2,90,18.9,1,20.0,0.68,This Month,53.5,1,2,1,0,0
SMMS01140,Medium,4.1,60,17.5,2,60.1,0.8,This Month,49.6,2,2,1,0,0
SMMS01141,Medium,6.2,0,17.4,1,46.1,0.86,This Month,36.7,2,2,1,0,0
SMMS01142,Medium,4.5,60,3.2,1,39.1,0.68,This Month,47.4,2,2,1,0,0
SMMS01143,Medium,5.0,60,7.3,1,34.1,0.7,This Month,49.1,2,2,1,0,0
SMMS01144,Critical,6.9,10,9.6,0,48.9,0.82,Immediate,45.5,4,4,1,0,0
SMMS01145,Low,5.7,90,8.7,0,31.4,0.6,This Month,47.6,1,2,1,0,0
SMMS01146,Medium,6.4,60,2.3,1,26.3,0.75,This Week,56.0,2,3,1,0,0
SMMS01147,High,7.3,30,8.5,0,66.3,0.5,This Month,49.8,3,2,1,0,0
SMMS01148,Medium,3.1,53,1.1,3,38.6,0.76,This Month,45.8,2,2,1,0,0
SMMS01149,Medium,8.2,0,8.5,2,59.2,0.82,Programmed,33.3,2,1,1,0,0
SMMS01150,High,5.3,30,14.1,1,43.0,0.66,This Week,57.6,3,3,1,0,0
SMMS01151,Low,4.9,90,3.5,0,32.7,0.61,This Month,42.5,1,2,1,0,0
SMMS01152,Low,6.3,90,14.5,1,29.5,0.76,This Month,48.8,1,2,1,0,0
SMMS01153,High,6.9,30,12.3,2,33.4,0.68,This Month,54.6,3,2,1,0,0
SMMS01154,High,4.0,30,22.7,3,29.3,0.79,This Week,59.4,3,3,1,0,0
SMMS01155,High,4.0,30,3.2,0,95.6,0.68,This Month,53.2,3,2,1,0,0
SMMS01156,Medium,6.9,60,1.8,2,37.0,0.79,This Month,51.2,2,2,1,0,0
SMMS01157,Medium,4.0,60,22.4,3,58.2,0.86,This Week,58.2,2,3,1,0,0
SMMS01158,Medium,5.4,60,10.2,5,67.6,0.7,This Month,49.2,2,2,1,0,0
SMMS01159,High,6.5,30,3.1,1,63.8,0.73,This Month,45.5,3,2,1,0,0
SMMS01160,Medium,5.5,55,6.1,0,32.5,0.64,This Month,46.5,2,2,1,0,0
SMMS01161,High,4.3,30,4.8,3,47.6,0.81,This Month,51.9,3,2,1,0,0
SMMS01162,Low,3.5,17,21.1,1,49.2,0.64,Programmed,23.7,1,1,1,0,0
SMMS01163,Critical,6.0,10,18.6,0,39.6,0.78,Immediate,53.1,4,4,1,0,0
SMMS01164,Low,8.0,0,4.9,4,47.3,0.82,Programmed,31.8,1,1,1,0,0
SMMS01165,High,3.5,30,12.2,3,65.9,0.86,This Month,52.3,3,2,1,0,0
SMMS01166,High,5.4,30,4.2,1,60.1,0.59,This Month,52.2,3,2,1,0,0
SMMS01167,Medium,5.9,60,17.0,1,58.1,0.46,This Week,58.3,2,3,1,0,0
SMMS01168,Medium,4.5,60,24.3,2,82.9,0.71,This Month,54.7,2,2,1,0,0
SMMS01169,High,9.8,30,16.8,2,37.5,0.75,This Week,58.3,3,3,1,0,0
SMMS01170,High,9.8,30,6.5,0,55.8,0.68,This Month,50.7,3,2,1,0,0
SMMS01171,Medium,4.2,60,13.9,4,25.6,0.88,This Month,49.1,2,2,1,0,0
SMMS01172,Medium,5.9,60,18.1,1,60.5,0.77,This Month,51.6,2,2,1,0,0
SMMS01173,Low,6.0,90,21.3,4,47.2,0.9,This Month,54.7,1,2,1,0,0
SMMS01174,Medium,2.6,60,17.0,0,27.7,0.61,This Month,46.1,2,2,1,0,0
SMMS01175,Medium,2.2,36,8.4,1,32.4,0.55,This Month,49.4,2,2,1,0,0
SMMS01176,Medium,3.4,0,16.9,0,39.0,0.76,This Month,39.4,2,2,1,0,0
SMMS01177,Low,3.3,0,15.0,4,49.8,0.92,Programmed,29.6,1,1,1,0,0
SMMS01178,Medium,6.0,60,21.9,2,28.7,0.88,This Month,48.6,2,2,1,0,0
SMMS01179,Medium,4.7,60,9.1,2,79.2,0.7,This Month,49.2,2,2,1,0,0
SMMS01180,Medium,5.3,60,1.1,1,91.7,0.72,This Month,46.9,2,2,1,0,0
SMMS01181,Medium,4.4,60,9.6,3,64.8,0.88,This Month,54.3,2,2,1,0,0
SMMS01182,Low,2.8,90,22.8,4,56.1,0.74,This Month,54.1,1,2,1,0,0
SMMS01183,Medium,6.2,46,18.6,2,54.8,0.8,This Month,43.5,2,2,1,0,0
SMMS01184,Low,3.9,0,16.1,2,29.4,0.89,Programmed,15.0,1,1,1,0,0
SMMS01185,Medium,1.9,24,4.4,1,56.8,0.65,This Month,36.6,2,2,1,0,0
SMMS01186,High,4.2,25,23.3,0,80.0,0.7,This Month,50.4,3,2,1,0,0
SMMS01187,Medium,1.7,60,16.1,2,20.6,0.73,This Week,56.1,2,3,1,0,0
SMMS01188,High,6.3,30,21.4,0,43.9,0.7,This Month,51.3,3,2,1,0,0
SMMS01189,Critical,6.3,10,24.1,2,51.1,0.85,Immediate,59.2,4,4,1,0,0
SMMS01190,Medium,6.5,60,12.4,2,42.5,0.75,This Month,50.8,2,2,1,0,0
SMMS01191,Critical,5.0,10,16.9,0,42.2,0.83,Immediate,56.0,4,4,1,0,0
SMMS01192,Medium,3.8,60,17.9,0,32.9,0.78,This Week,55.6,2,3,1,0,0
SMMS01193,Low,1.3,90,17.3,0,29.3,0.56,This Month,46.1,1,2,1,0,0
SMMS01194,Medium,4.7,60,8.2,3,31.4,0.9,This Month,53.3,2,2,1,0,0
SMMS01195,Low,5.9,90,4.3,4,34.4,0.79,This Month,52.3,1,2,1,0,0
SMMS01196,Medium,7.8,60,3.2,1,25.2,0.61,This Month,52.6,2,2,1,0,0
SMMS01197,Low,4.1,90,15.4,3,55.1,0.64,This Month,54.8,1,2,1,0,0
SMMS01198,Medium,8.2,60,1.5,1,31.9,0.62,This Month,46.9,2,2,1,0,0
SMMS01199,Critical,9.0,10,7.7,2,38.0,0.99,Immediate,55.2,4,4,1,0,0
SMMS01200,Medium,7.7,60,21.5,2,24.6,0.76,This Week,62.9,2,3,1,0,0
SMMS01201,High,9.6,30,13.7,1,60.2,0.75,This Month,53.6,3,2,1,0,0
SMMS01202,Low,3.1,90,14.3,1,32.6,0.62,This Month,51.1,1,2,1,0,0
SMMS01203,Low,4.7,90,9.3,1,21.3,0.68,This Month,42.5,1,2,1,0,0
SMMS01204,Low,5.0,90,12.2,2,26.9,0.9,This Week,56.3,1,3,1,0,0
SMMS01205,Low,6.8,78,20.9,3,27.4,0.93,This Week,66.8,1,3,1,0,0
SMMS01206,Low,4.5,44,1.0,1,51.3,0.58,This Month,35.7,1,2,1,0,0
SMMS01207,High,7.3,30,18.1,1,40.8,0.75,This Week,58.3,3,3,1,0,0
SMMS01208,Medium,3.1,59,1.4,1,45.4,0.65,This Month,52.1,2,2,1,0,0
SMMS01209,High,5.0,30,16.2,2,43.4,0.86,This Week,57.8,3,3,1,0,0
SMMS01210,High,6.3,30,22.5,3,57.2,0.88,This Week,57.1,3,3,1,0,0
SMMS01211,Medium,4.7,36,17.6,2,54.2,0.65,This Month,50.7,2,2,1,0,0
SMMS01212,Medium,6.4,60,8.4,0,35.9,0.73,This Month,52.8,2,2,1,0,0
SMMS01213,Critical,9.1,10,23.6,1,65.0,0.73,Immediate,65.4,4,4,1,0,0
SMMS01214,Critical,7.9,10,12.2,3,40.4,0.92,Immediate,59.0,4,4,1,0,0
SMMS01215,Low,3.8,90,12.8,4,45.2,0.78,This Week,55.4,1,3,1,0,0
SMMS01216,Low,2.1,90,11.4,4,59.3,0.9,This Week,55.9,1,3,1,0,0
SMMS01217,Critical,7.5,10,19.8,0,34.0,0.73,Immediate,58.7,4,4,1,0,0
SMMS01218,Critical,4.9,10,2.3,0,37.4,0.74,Immediate,55.4,4,4,1,0,0
SMMS01219,Low,3.5,0,16.2,2,40.3,0.86,Programmed,21.7,1,1,1,0,0
SMMS01220,High,7.1,30,11.0,2,63.3,0.8,This Week,56.7,3,3,1,0,0
SMMS01221,Medium,6.2,60,10.1,1,42.8,0.47,This Month,45.7,2,2,1,0,0
SMMS01222,Critical,9.0,10,12.7,2,78.3,0.85,Immediate,64.3,4,4,1,0,0
SMMS01223,Medium,4.1,60,14.2,1,31.9,0.58,This Week,57.2,2,3,1,0,0
SMMS01224,Low,5.4,90,13.3,1,14.9,0.61,This Week,55.3,1,3,1,0,0
SMMS01225,High,9.0,30,3.3,2,60.0,0.71,This Month,50.1,3,2,1,0,0
SMMS01226,Low,5.0,0,15.5,4,20.1,0.81,Programmed,26.4,1,1,1,0,0
SMMS01227,Low,6.1,90,23.4,5,12.7,0.93,This Week,59.4,1,3,1,0,0
SMMS01228,Low,3.9,21,14.9,1,26.1,0.68,Programmed,30.9,1,1,1,0,0
SMMS01229,Low,4.5,90,24.4,5,24.0,0.67,This Week,60.7,1,3,1,0,0
SMMS01230,Medium,6.2,45,15.7,2,40.1,0.75,This Month,51.0,2,2,1,0,0
SMMS01231,Medium,2.1,60,6.8,2,40.1,0.76,This Week,58.0,2,3,1,0,0
SMMS01232,Low,3.9,0,4.6,1,35.9,0.8,Programmed,28.3,1,1,1,0,0
SMMS01233,Medium,3.7,60,13.2,1,53.9,0.66,This Month,51.9,2,2,1,0,0
SMMS01234,High,5.1,30,8.3,1,69.7,0.6,This Week,55.2,3,3,1,0,0
SMMS01235,Medium,5.4,60,14.2,7,28.9,0.68,This Week,61.2,2,3,1,0,0
SMMS01236,Medium,6.8,60,16.0,3,32.2,0.81,This Week,63.4,2,3,1,0,0
SMMS01237,Critical,8.9,10,9.8,2,68.1,0.99,Immediate,53.8,4,4,1,0,0
SMMS01238,Medium,6.7,0,9.0,2,22.4,0.83,Programmed,34.9,2,1,1,0,0
SMMS01239,Medium,3.4,35,4.9,0,54.3,0.66,This Month,42.5,2,2,1,0,0
SMMS01240,Low,2.7,71,19.5,3,15.3,0.74,This Month,40.9,1,2,1,0,0
SMMS01241,Critical,6.7,10,9.3,3,76.8,0.79,Immediate,57.6,4,4,1,0,0
SMMS01242,Low,6.1,90,7.1,2,29.7,0.94,This Month,45.2,1,2,1,0,0
SMMS01243,High,11.4,30,7.5,3,65.0,0.95,This Month,54.6,3,2,1,0,0
SMMS01244,Critical,6.5,10,24.8,0,73.5,0.79,Immediate,68.6,4,4,1,0,0
SMMS01245,High,10.3,30,8.3,5,64.9,0.73,This Week,55.0,3,3,1,0,0
SMMS01246,Low,4.9,0,1.9,2,24.5,0.96,Programmed,20.5,1,1,1,0,0
SMMS01247,Low,5.0,40,16.3,1,31.9,0.75,This Month,37.3,1,2,1,0,0
SMMS01248,High,5.0,30,9.5,2,33.3,0.76,This Month,53.7,3,2,1,0,0
SMMS01249,Medium,7.9,60,12.2,1,60.9,0.77,This Month,47.3,2,2,1,0,0
SMMS01250,Medium,3.0,60,8.9,0,52.4,0.63,This Week,56.1,2,3,1,0,0
SMMS01251,High,8.7,30,20.3,0,39.0,0.65,This Week,56.6,3,3,1,0,0
SMMS01252,Low,3.9,55,6.5,0,27.8,0.78,Programmed,33.2,1,1,1,0,0
SMMS01253,Medium,0.9,60,21.3,5,37.1,0.77,This Week,60.1,2,3,1,0,0
SMMS01254,Critical,9.7,10,9.3,1,39.1,0.66,Immediate,56.5,4,4,1,0,0
SMMS01255,Medium,2.9,60,14.7,2,24.5,0.72,This Month,51.4,2,2,1,0,0
SMMS01256,Low,3.6,90,11.0,1,23.5,0.78,This Month,47.8,1,2,1,0,0
SMMS01257,Low,4.9,90,20.2,3,27.1,0.73,This Week,56.7,1,3,1,0,0
SMMS01258,High,4.6,30,4.6,0,36.4,0.75,This Month,50.4,3,2,1,0,0
SMMS01259,Medium,4.1,60,6.2,2,46.1,0.69,This Month,50.8,2,2,1,0,0
SMMS01260,Critical,7.8,10,10.2,2,45.3,0.96,Immediate,63.0,4,4,1,0,0
SMMS01261,Low,7.2,0,24.4,1,31.1,0.68,Programmed,30.7,1,1,1,0,0
SMMS01262,Low,4.3,90,25.0,5,54.4,0.86,This Week,59.2,1,3,1,0,0
SMMS01263,Low,5.6,31,14.9,0,21.7,0.59,This Month,42.5,1,2,1,0,0
SMMS01264,High,4.2,30,13.7,1,44.3,0.7,This Month,53.1,3,2,1,0,0
SMMS01265,Medium,4.4,60,19.4,1,48.2,0.74,This Month,54.4,2,2,1,0,0
SMMS01266,Low,4.5,90,19.0,2,30.7,0.72,This Week,57.0,1,3,1,0,0
SMMS01267,High,7.1,30,11.7,2,40.5,0.88,This Month,49.3,3,2,1,0,0
SMMS01268,Critical,9.2,10,1.8,2,47.2,0.82,Immediate,50.4,4,4,1,0,0
SMMS01269,Critical,6.4,10,1.7,1,45.6,0.78,Immediate,51.1,4,4,1,0,0
SMMS01270,Low,1.8,90,2.1,1,27.1,0.76,This Month,52.8,1,2,1,0,0
SMMS01271,High,9.6,30,18.8,0,47.4,0.59,This Month,48.9,3,2,1,0,0
SMMS01272,Medium,3.5,60,19.6,2,30.3,0.87,This Month,52.8,2,2,1,0,0
SMMS01273,Medium,4.3,60,20.1,5,28.3,0.69,This Month,54.6,2,2,1,0,0
SMMS01274,Medium,8.0,60,1.1,1,27.1,0.68,This Month,42.5,2,2,1,0,0
SMMS01275,High,6.1,30,21.4,2,64.2,0.84,This Month,54.6,3,2,1,0,0
SMMS01276,Low,2.6,82,1.8,1,33.5,0.71,This Month,39.6,1,2,1,0,0
SMMS01277,High,4.1,30,13.4,4,63.8,0.78,This Month,52.2,3,2,1,0,0
SMMS01278,Low,4.9,84,9.2,2,16.8,0.81,This Month,47.1,1,2,1,0,0
SMMS01279,Medium,6.3,60,9.1,2,41.0,0.81,This Month,51.1,2,2,1,0,0
SMMS01280,High,7.3,30,10.3,2,42.3,0.92,This Week,55.9,3,3,1,0,0
SMMS01281,Medium,6.1,20,18.7,0,28.9,0.61,This Month,47.2,2,2,1,0,0
SMMS01282,Low,1.6,90,11.5,3,57.0,0.85,This Month,46.3,1,2,1,0,0
SMMS01283,Medium,5.5,60,3.5,2,22.3,0.75,This Month,48.7,2,2,1,0,0
SMMS01284,Critical,10.9,10,14.3,0,44.7,0.88,Immediate,55.2,4,4,1,0,0
SMMS01285,Medium,8.3,60,3.9,1,61.2,0.72,This Month,44.7,2,2,1,0,0
SMMS01286,Medium,4.5,60,3.8,1,51.0,0.77,This Month,50.4,2,2,1,0,0
SMMS01287,Low,4.0,90,5.8,3,47.3,0.79,This Week,57.4,1,3,1,0,0
SMMS01288,High,6.1,30,24.3,0,67.1,0.68,This Week,57.9,3,3,1,0,0
SMMS01289,Low,4.0,90,18.9,0,11.3,0.75,This Month,45.9,1,2,1,0,0
SMMS01290,Low,3.3,90,4.9,1,52.2,0.64,This Week,56.2,1,3,1,0,0
SMMS01291,High,2.7,30,8.4,5,44.5,0.65,This Week,56.5,3,3,1,0,0
SMMS01292,High,5.1,30,12.6,1,36.9,0.55,This Month,54.4,3,2,1,0,0
SMMS01293,Low,3.0,90,4.5,1,51.5,0.62,This Month,53.6,1,2,1,0,0
SMMS01294,High,5.4,30,24.6,0,45.8,0.61,This Month,54.1,3,2,1,0,0
SMMS01295,Critical,6.8,10,11.7,0,40.3,0.7,Immediate,56.7,4,4,1,0,0
SMMS01296,High,8.9,29,10.6,3,32.5,0.85,This Week,56.8,3,3,1,0,0
SMMS01297,Medium,2.5,60,18.8,2,21.5,0.76,This Week,55.2,2,3,1,0,0
SMMS01298,Low,2.2,45,6.6,0,48.1,0.67,Programmed,30.8,1,1,1,0,0
SMMS01299,Low,5.1,90,17.5,1,21.5,0.76,This Month,51.5,1,2,1,0,0
SMMS01300,Low,6.1,90,5.0,1,18.7,0.68,This Month,51.2,1,2,1,0,0
SMMS01301,Medium,7.4,60,13.3,1,51.9,0.61,This Month,41.3,2,2,1,0,0
SMMS01302,High,7.6,30,23.4,1,29.9,0.56,This Week,60.1,3,3,1,0,0
SMMS01303,Medium,3.5,60,20.2,1,45.7,0.76,This Week,55.9,2,3,1,0,0
SMMS01304,Low,2.3,90,21.4,2,29.7,0.68,This Month,50.8,1,2,1,0,0
SMMS01305,Low,1.8,47,22.4,1,51.4,0.67,This Month,45.2,1,2,1,0,0
SMMS01306,Medium,5.3,19,21.1,6,60.0,0.84,This Month,44.1,2,2,1,0,0
SMMS01307,Critical,9.2,10,14.7,1,64.2,0.84,Immediate,48.0,4,4,1,0,0
SMMS01308,Critical,5.6,10,15.3,1,59.2,0.63,Immediate,61.2,4,4,1,0,0
SMMS01309,Low,1.8,90,11.4,0,82.1,0.6,This Month,50.8,1,2,1,0,0
SMMS01310,High,4.6,30,16.6,4,49.0,0.71,This Month,45.9,3,2,1,0,0
SMMS01311,Low,4.4,86,6.9,2,47.5,0.81,This Month,52.5,1,2,1,0,0
SMMS01312,Critical,8.7,10,18.9,2,72.0,0.93,Immediate,60.7,4,4,1,0,0
SMMS01313,Critical,7.1,10,20.0,1,72.6,0.86,Immediate,69.5,4,4,1,0,0
SMMS01314,High,5.4,19,23.4,2,63.9,0.76,This Month,49.0,3,2,1,0,0
SMMS01315,Low,1.8,90,22.0,2,49.6,0.79,This Month,46.3,1,2,1,0,0
SMMS01316,Low,4.8,90,8.3,2,28.6,0.88,This Month,50.1,1,2,1,0,0
SMMS01317,Medium,3.5,60,24.4,1,67.9,0.78,This Week,62.2,2,3,1,0,0
SMMS01318,Low,4.7,90,15.5,2,20.3,0.66,This Week,57.1,1,3,1,0,0
SMMS01319,Low,2.7,90,16.5,1,15.9,0.68,This Month,53.9,1,2,1,0,0
SMMS01320,High,10.1,7,3.7,1,33.4,0.74,This Month,44.9,3,2,1,0,0
SMMS01321,Low,5.4,30,2.1,1,27.1,0.75,Programmed,26.2,1,1,1,0,0
SMMS01322,Low,2.9,90,11.7,2,19.8,0.92,This Month,53.9,1,2,1,0,0
SMMS01323,Low,4.0,90,18.0,0,18.9,0.83,This Month,54.8,1,2,1,0,0
SMMS01324,Low,7.2,90,9.1,1,33.9,0.58,This Month,45.0,1,2,1,0,0
SMMS01325,Medium,5.1,46,11.8,4,79.3,0.74,This Week,56.8,2,3,1,0,0
SMMS01326,High,6.8,30,10.6,0,51.8,0.8,This Month,52.0,3,2,1,0,0
SMMS01327,Medium,4.7,60,3.8,2,34.4,0.74,This Month,44.9,2,2,1,0,0
SMMS01328,Low,1.2,90,22.5,0,48.8,0.61,This Month,50.7,1,2,1,0,0
SMMS01329,High,7.0,30,3.0,0,29.2,0.69,This Month,48.6,3,2,1,0,0
SMMS01330,Low,3.8,0,7.4,2,20.3,0.99,Programmed,18.9,1,1,1,0,0
SMMS01331,High,10.1,30,22.7,3,59.9,0.71,This Week,67.0,3,3,1,0,0
SMMS01332,Critical,5.5,10,9.2,0,46.9,0.76,Immediate,56.3,4,4,1,0,0
SMMS01333,Low,6.3,90,13.7,5,36.1,0.88,This Week,58.5,1,3,1,0,0
SMMS01334,High,6.5,30,10.1,1,37.7,0.59,This Month,52.8,3,2,1,0,0
SMMS01335,High,4.7,30,11.8,4,29.9,0.85,This Month,54.5,3,2,1,0,0
SMMS01336,Medium,3.8,60,20.1,2,57.2,0.66,This Week,57.0,2,3,1,0,0
SMMS01337,Medium,3.0,60,1.4,2,35.8,0.82,This Month,48.1,2,2,1,0,0
SMMS01338,Low,5.3,90,23.5,2,34.0,0.77,This Week,57.4,1,3,1,0,0
SMMS01339,High,5.1,30,17.0,2,95.2,0.73,This Month,50.7,3,2,1,0,0
SMMS01340,Low,3.7,90,9.9,0,33.4,0.76,This Month,53.9,1,2,1,0,0
SMMS01341,Critical,5.4,10,21.6,2,40.9,0.9,Immediate,64.8,4,4,1,0,0
SMMS01342,Low,4.2,42,24.2,3,56.4,0.81,This Month,46.1,1,2,1,0,0
SMMS01343,Medium,8.8,60,2.5,0,56.4,0.68,This Month,46.9,2,2,1,0,0
SMMS01344,Medium,5.8,60,24.9,1,31.5,0.69,This Week,59.8,2,3,1,0,0
SMMS01345,High,5.6,30,6.0,0,58.2,0.59,This Month,51.7,3,2,1,0,0
SMMS01346,Low,8.2,11,12.6,1,17.0,0.87,Programmed,26.8,1,1,1,0,0
SMMS01347,High,7.1,30,6.0,1,67.8,0.71,This Month,50.3,3,2,1,0,0
SMMS01348,High,4.6,30,6.1,1,41.3,0.79,This Week,56.8,3,3,1,0,0
SMMS01349,Medium,7.9,17,17.2,4,28.3,0.99,This Month,48.6,2,2,1,0,0
SMMS01350,Medium,4.7,60,11.5,1,36.4,0.75,This Month,51.8,2,2,1,0,0
SMMS01351,High,8.3,0,14.1,1,31.7,0.91,This Month,46.2,3,2,1,0,0
SMMS01352,Medium,1.7,60,10.3,2,41.2,0.71,This Month,51.1,2,2,1,0,0
SMMS01353,Low,5.6,90,24.1,1,33.9,0.69,This Month,49.2,1,2,1,0,0
SMMS01354,Medium,1.1,60,4.6,0,30.5,0.77,This Month,47.3,2,2,1,0,0
SMMS01355,Medium,4.9,60,4.9,0,40.5,0.7,This Month,44.4,2,2,1,0,0
SMMS01356,Medium,7.5,60,15.2,3,46.2,0.64,This Month,54.7,2,2,1,0,0
SMMS01357,Low,6.5,90,24.9,0,44.7,0.77,This Week,62.1,1,3,1,0,0
SMMS01358,Low,5.0,90,9.2,4,58.5,0.67,This Month,52.0,1,2,1,0,0
SMMS01359,Medium,4.4,1,6.4,2,37.3,0.88,Programmed,28.6,2,1,1,0,0
SMMS01360,Medium,5.5,60,24.7,6,57.0,0.82,This Week,62.7,2,3,1,0,0
SMMS01361,Medium,6.5,0,2.5,0,27.4,0.7,Programmed,31.4,2,1,1,0,0
