Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Corridor_ID,Asset_ID,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Latitude,Longitude,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Voltage_V,Current_A,Power_Load_MW,Wind_Speed_kmh,Weather_Condition,Component_Health,Traffic_Trains_Per_Day,Goods_Trains_Forecast,Route_Criticality,Overlapping_Engineering_Request,Overlapping_SNT_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Min,Joint_Block_Recommendation,Failure_Probability_72h,Remaining_Useful_Life_Hours,Priority_Score,Priority_Class,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
TDMS03451,AU-WNXBX,AU,WNXBX,28.47,South Eastern Railway,Adra,CORR_011,TRD_SAGGING_F3451,OHE_CONTACT_LINE,Sagging,Critical,Manual_Inspection,23.352501,86.294227,25-05-2026,14-09-2026,15-09-2026,16-09-2026,5.61,5.32,20,10.5,06-09-2025,90,0,2096.7,209.4,51.2,13.5,Snowy,Faulty,28,28,LOW,False,False,42.2,Immediate,Weekly,319,No,0.638,369.2,72.4,B,5.61,95.2,0.638
TDMS03452,TIKMN-USNAX,TIKMN,USNAX,21.49,Northern Railway,Delhi,CORR_009,TRD_LINE_BREAKAGE_F3452,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,25.864429,76.823616,24-02-2026,16-09-2026,17-09-2026,19-09-2026,4.32,4.17,40,23.5,23-05-2026,180,3,2018.8,185.6,53.2,22.0,Rainy,Overheated,36,5,HIGH,False,False,37.1,This_Week,Weekly,250,No,0.567,359.4,66.8,B,4.32,71.2,0.86
TDMS03453,NK-NOF,NK,NOF,108.34,Western Railway,Ratlam,CORR_006,TRD_TRANSFORMER_FAILURE_F3453,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Thermal_Drone,24.169656,75.225866,16-02-2026,07-09-2026,07-09-2026,09-09-2026,4.25,4.27,40,20.6,15-01-2026,180,0,2232.2,248.5,46.7,11.7,Rainy,Overheated,25,5,HIGH,False,False,25.4,This_Week,Weekly,256,No,0.424,447.0,66.4,B,4.25,66.7,0.683
TDMS03454,IRX-PT,IRX,PT,6.11,South Central Railway,Nanded,CORR_008,TRD_CONTACT_WIRE_WEAR_F3454,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Manual_Inspection,18.221251,77.718059,20-04-2026,11-09-2026,12-09-2026,15-09-2026,3.84,3.73,60,4.2,02-05-2026,90,0,1954.6,209.9,49.7,28.2,Rainy,Normal,76,21,LOW,False,False,29.7,This_Month,Monthly,224,No,0.194,601.5,42.6,C,3.84,64.3,0.666
TDMS03455,BT-RFW,BT,RFW,111.58,Eastern Railway,Malda,CORR_009,TRD_LINE_BREAKAGE_F3455,OHE_CONTACT_LINE,Line Breakage,Medium,Sensor_Alert,28.365174,87.378193,28-12-2025,13-09-2026,13-09-2026,16-09-2026,2.78,3.25,60,6.7,21-01-2026,90,1,1989.8,229.2,47.9,28.3,Snowy,Normal,25,25,MEDIUM,True,False,56.9,This_Month,Monthly,195,Yes,0.263,640.8,51.8,B,2.78,64.1,0.783
TDMS03456,SXZ-MX,SXZ,MX,116.1,South Eastern Railway,Ranchi,CORR_008,TRD_SAGGING_F3456,OHE_CONTACT_LINE,Sagging,High,Sensor_Alert,22.461718,82.241216,24-06-2026,16-09-2026,16-09-2026,18-09-2026,4.37,4.72,40,13.5,21-08-2026,90,4,1964.9,216.9,49.5,22.9,Snowy,Overheated,47,29,MEDIUM,False,False,40.8,This_Week,Weekly,283,No,0.486,389.1,61.7,B,4.37,76.4,0.871
TDMS03457,KLRJ-MN,KLRJ,MN,119.74,Northern Railway,Lucknow,CORR_001,TRD_VOLTAGE_FLUCTUATION_F3457,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Visual_Patrol,29.031975,84.123931,07-02-2026,10-09-2026,10-09-2026,12-09-2026,3.84,3.87,40,7.5,06-01-2026,180,0,1828.5,189.8,46.2,18.1,Snowy,Overheated,78,19,LOW,False,False,40.8,This_Week,Weekly,232,No,0.481,424.3,61.5,B,3.84,74.5,0.717
TDMS03458,UIAGJ-ILZX,UIAGJ,ILZX,99.36,Southern Railway,Chennai,CORR_010,TRD_LINE_BREAKAGE_F3458,OHE_CONTACT_LINE,Line Breakage,Medium,Sensor_Alert,13.575101,87.47253,26-09-2025,04-09-2026,04-09-2026,07-09-2026,3.37,3.57,60,7.2,01-04-2026,180,1,2055.8,212.6,54.5,23.6,Snowy,Normal,42,24,HIGH,False,False,18.7,This_Month,Monthly,214,No,0.204,704.4,55.8,B,3.37,64.8,0.769
TDMS03459,BMTIV-PW,BMTIV,PW,101.29,Northern Railway,Ferozpur,CORR_007,TRD_OIL_LEAKAGE_F3459,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Critical,Sensor_Alert,31.776253,73.76568,18-06-2026,06-09-2026,06-09-2026,07-09-2026,4.45,4.67,20,24.0,07-08-2025,90,3,1844.0,240.5,49.0,12.1,Clear,Faulty,68,26,MEDIUM,False,True,62.7,Immediate,Weekly,280,Yes,0.666,232.0,74.5,B,4.45,85.9,0.838
TDMS03460,UG-RMUWZ,UG,RMUWZ,17.08,South Eastern Railway,Kharagpur,CORR_008,TRD_CIRCUIT_BREAKER_TRIP_F3460,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Medium,Manual_Inspection,18.945774,85.790726,10-06-2026,11-09-2026,12-09-2026,15-09-2026,3.9,3.47,60,5.5,10-07-2026,90,1,2192.2,230.5,51.0,12.2,Snowy,Normal,62,13,HIGH,False,False,37.3,This_Month,Monthly,208,No,0.167,647.4,55.1,B,3.9,51.4,0.7
TDMS03461,GCF-CVKH,GCF,CVKH,22.48,Southern Railway,Palakkad,CORR_009,TRD_OVERHEATING_F3461,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Manual_Inspection,10.580476,72.876335,02-08-2026,09-09-2026,09-09-2026,12-09-2026,3.22,3.52,11,14.4,19-10-2025,180,2,1966.3,210.0,47.7,23.2,Clear,Normal,67,26,LOW,False,True,45.6,Programmed,Monthly,211,No,0.221,646.0,25.6,C,3.22,46.3,0.826
TDMS03462,IEU-BDSD,IEU,BDSD,79.74,Southern Railway,Chennai,CORR_007,TRD_TRANSFORMER_FAILURE_F3462,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,12.426184,79.920404,16-01-2026,05-09-2026,06-09-2026,08-09-2026,5.11,5.03,40,18.8,03-02-2026,365,2,2025.0,197.6,50.1,27.3,Rainy,Overheated,33,11,LOW,False,False,42.0,This_Month,Monthly,302,No,0.444,422.5,57.6,B,5.11,71.0,0.603
TDMS03463,MGHUD-SVAZP,MGHUD,SVAZP,60.44,Central Railway,Nagpur,CORR_012,TRD_OVERHEATING_F3463,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Sensor_Alert,23.153378,80.237475,27-08-2025,04-09-2026,05-09-2026,08-09-2026,3.38,3.05,60,21.6,16-06-2026,180,2,2114.5,230.8,53.1,21.0,Snowy,Normal,51,26,MEDIUM,True,False,53.8,This_Month,Monthly,183,No,0.174,733.2,44.9,C,3.38,51.2,0.825
TDMS03464,YTTJ-YP,YTTJ,YP,58.49,Northern Railway,Moradabad,CORR_008,TRD_OVERHEATING_F3464,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,32.057492,83.548639,26-07-2026,12-09-2026,13-09-2026,14-09-2026,5.81,5.27,20,27.6,25-12-2025,180,2,2119.8,246.8,54.0,16.0,Clear,Faulty,54,11,MEDIUM,False,False,57.6,Immediate,Weekly,316,No,0.633,256.2,75.3,A,5.81,87.8,0.851
TDMS03465,HKSO-LMG,HKSO,LMG,116.48,South Eastern Railway,Ranchi,CORR_007,TRD_OVERHEATING_F3465,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Sensor_Alert,23.634844,82.791534,30-08-2026,04-09-2026,05-09-2026,06-09-2026,5.09,4.45,0,22.1,06-05-2026,180,2,2059.5,228.1,46.4,24.5,Rainy,Faulty,59,16,LOW,False,False,44.1,Immediate,Weekly,267,No,0.66,233.0,60.2,B,5.09,85.8,0.96
TDMS03466,CKEYC-HSM,CKEYC,HSM,40.46,Northern Railway,Ambala,CORR_004,TRD_OIL_LEAKAGE_F3466,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Thermal_Drone,33.021146,77.923499,23-05-2026,03-09-2026,03-09-2026,05-09-2026,4.49,4.72,40,17.2,10-11-2025,90,1,2201.0,196.5,54.1,11.2,Windstorm,Overheated,32,27,HIGH,True,True,71.3,This_Week,Weekly,283,Yes,0.581,297.1,68.6,B,4.49,75.9,0.726
TDMS03467,GOD-FF,GOD,FF,44.91,South Central Railway,Vijayawada,CORR_009,TRD_LINE_BREAKAGE_F3467,OHE_CONTACT_LINE,Line Breakage,Critical,Visual_Patrol,17.120297,84.475505,19-05-2026,16-09-2026,16-09-2026,17-09-2026,4.6,4.82,20,27.8,03-12-2025,365,6,2038.1,180.6,51.7,11.2,Rainy,Faulty,49,10,LOW,False,False,31.4,Immediate,Weekly,289,No,0.764,205.6,73.6,B,4.6,96.4,0.63
TDMS03468,QCM-TGZE,QCM,TGZE,2.41,Northern Railway,Ferozpur,CORR_006,TRD_OVERHEATING_F3468,TRACTION_POWER_EQUIPMENT,Overheating,Critical,Manual_Inspection,31.415512,74.274599,24-06-2026,07-09-2026,07-09-2026,08-09-2026,4.06,4.47,20,18.3,28-05-2026,90,2,1825.6,243.5,45.9,17.2,Clear,Faulty,21,26,HIGH,True,True,88.6,Immediate,Weekly,268,Yes,0.691,221.7,79.4,A,4.06,92.4,0.722
TDMS03469,JFYVE-JZJ,JFYVE,JZJ,31.72,Western Railway,Ratlam,CORR_002,TRD_TRANSFORMER_FAILURE_F3469,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Sensor_Alert,25.620669,75.870125,27-07-2026,05-09-2026,05-09-2026,06-09-2026,4.29,4.87,20,23.9,06-11-2025,365,5,2109.8,234.1,53.2,22.2,Rainy,Faulty,29,27,HIGH,True,False,63.0,Immediate,Weekly,292,Yes,0.726,242.7,79.0,A,4.29,93.1,0.75
TDMS03470,FN-YKQ,FN,YKQ,73.13,Western Railway,Mumbai Central,CORR_002,TRD_CONTACT_WIRE_WEAR_F3470,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Sensor_Alert,18.194999,70.031207,04-01-2026,13-09-2026,14-09-2026,15-09-2026,5.21,5.17,20,25.2,25-08-2026,90,3,1927.2,200.9,52.2,23.7,Thunderstorm,Faulty,64,10,MEDIUM,False,False,36.4,Immediate,Weekly,310,No,0.763,212.6,72.3,B,5.21,92.9,0.788
TDMS03471,NYU-ATLLL,NYU,ATLLL,52.87,South Eastern Railway,Kharagpur,CORR_004,TRD_TRANSFORMER_FAILURE_F3471,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Sensor_Alert,15.40515,88.55996,30-11-2025,12-09-2026,12-09-2026,14-09-2026,3.05,3.58,40,8.5,26-06-2026,365,1,2075.4,180.2,47.3,24.0,Clear,Overheated,25,10,HIGH,False,False,32.0,This_Week,Weekly,215,No,0.375,485.7,66.2,B,3.05,69.3,0.653
TDMS03472,UXILO-FFAKG,UXILO,FFAKG,44.4,Northern Railway,Moradabad,CORR_007,TRD_TRANSFORMER_FAILURE_F3472,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,31.731065,81.395403,06-11-2025,03-09-2026,04-09-2026,07-09-2026,4.45,4.07,60,13.1,20-10-2025,90,1,2073.2,213.9,49.9,11.5,Clear,Normal,52,13,MEDIUM,False,False,28.8,This_Month,Monthly,244,No,0.219,539.2,47.6,C,4.45,58.5,0.643
TDMS03473,SFFW-SJPV,SFFW,SJPV,3.59,Southern Railway,Tiruchirapalli,CORR_011,TRD_VOLTAGE_FLUCTUATION_F3473,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,High,Sensor_Alert,10.320938,81.571357,23-08-2026,07-09-2026,07-09-2026,09-09-2026,4.81,4.85,0,8.4,31-08-2025,365,0,2068.2,212.9,50.3,25.6,Rainy,Overheated,64,8,MEDIUM,True,False,58.6,This_Month,Monthly,291,Yes,0.378,502.1,40.2,C,4.81,67.7,0.789
TDMS03474,AR-RT,AR,RT,31.29,Northern Railway,Ferozpur,CORR_007,TRD_VOLTAGE_FLUCTUATION_F3474,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Medium,Sensor_Alert,32.586909,71.981505,02-05-2026,07-09-2026,07-09-2026,10-09-2026,4.27,4.67,60,20.4,18-03-2026,90,3,1848.0,206.8,52.8,29.7,Clear,Normal,38,7,LOW,True,False,56.2,This_Month,Monthly,280,Yes,0.279,587.6,41.9,C,4.27,66.5,0.902
TDMS03475,EZNZ-SR,EZNZ,SR,118.65,Northern Railway,Moradabad,CORR_010,TRD_SAGGING_F3475,OHE_CONTACT_LINE,Sagging,Medium,Thermal_Drone,30.261008,78.64374,04-06-2026,10-09-2026,10-09-2026,13-09-2026,2.68,2.68,60,9.5,25-08-2026,180,1,1880.2,210.6,47.5,17.5,Thunderstorm,Normal,73,19,LOW,False,False,26.6,This_Month,Monthly,161,No,0.209,644.3,45.4,C,2.68,64.2,0.77
TDMS03476,BT-RFW,BT,RFW,103.77,Southern Railway,Palakkad,CORR_010,TRD_CIRCUIT_BREAKER_TRIP_F3476,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Critical,Sensor_Alert,10.860793,77.201254,26-04-2026,08-09-2026,09-09-2026,10-09-2026,5.52,5.28,20,14.7,21-08-2025,90,3,2224.2,223.7,49.5,18.5,Thunderstorm,Faulty,47,27,MEDIUM,False,False,53.1,Immediate,Weekly,317,No,0.653,286.3,73.2,B,5.52,87.5,0.828
TDMS03477,MNZOZ-PB,MNZOZ,PB,64.47,South Central Railway,Vijayawada,CORR_001,TRD_OVERHEATING_F3477,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Manual_Inspection,14.788107,82.242446,08-10-2025,06-09-2026,07-09-2026,10-09-2026,3.98,3.6,60,10.6,05-08-2025,365,4,2040.1,244.4,52.5,20.1,Windstorm,Normal,63,16,MEDIUM,False,True,50.2,This_Month,Monthly,216,No,0.166,644.1,49.3,C,3.98,58.2,0.711
TDMS03478,OIRS-UBPN,OIRS,UBPN,38.38,Eastern Railway,Malda,CORR_001,TRD_OVERHEATING_F3478,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Manual_Inspection,27.569137,86.607363,29-04-2026,12-09-2026,12-09-2026,15-09-2026,3.51,3.55,60,12.9,28-04-2026,365,3,2108.6,237.2,45.8,24.7,Clear,Normal,55,8,LOW,True,True,76.7,This_Month,Monthly,213,Yes,0.301,572.0,45.1,C,3.51,68.1,0.643
TDMS03479,VFX-ATQM,VFX,ATQM,79.85,Eastern Railway,Malda,CORR_003,TRD_TRANSFORMER_FAILURE_F3479,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Sensor_Alert,30.035347,86.163694,26-01-2026,08-09-2026,09-09-2026,12-09-2026,4.21,3.75,60,9.7,04-08-2026,365,0,2104.6,195.0,49.0,28.7,Rainy,Normal,70,12,HIGH,False,True,52.2,This_Month,Monthly,225,No,0.256,625.0,55.5,B,4.21,65.3,0.707
TDMS03480,OAO-OMT,OAO,OMT,109.26,Northern Railway,Delhi,CORR_011,TRD_TRANSFORMER_FAILURE_F3480,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Medium,Manual_Inspection,26.514324,75.524362,12-04-2026,04-09-2026,04-09-2026,07-09-2026,3.12,3.48,60,28.2,15-12-2025,365,2,1880.7,197.5,50.8,21.5,Rainy,Normal,58,9,HIGH,True,False,59.5,This_Month,Monthly,209,Yes,0.165,654.1,51.7,B,3.12,63.5,0.65
TDMS03481,APJX-AC,APJX,AC,98.62,South Eastern Railway,Chakradharpur,CORR_002,TRD_SAGGING_F3481,OHE_CONTACT_LINE,Sagging,Critical,Thermal_Drone,19.750391,85.436172,13-07-2025,04-09-2026,05-09-2026,06-09-2026,5.33,5.13,20,14.6,02-09-2025,90,1,2189.5,231.8,45.9,21.7,Clear,Faulty,63,17,MEDIUM,False,False,39.2,Immediate,Weekly,308,No,0.673,275.2,71.9,B,5.33,86.7,0.806
TDMS03482,QIN-XKHQK,QIN,XKHQK,1.06,Northern Railway,Moradabad,CORR_007,TRD_LINE_BREAKAGE_F3482,OHE_CONTACT_LINE,Line Breakage,Critical,Thermal_Drone,28.261444,78.187272,11-08-2026,03-09-2026,03-09-2026,04-09-2026,4.63,4.63,19,27.9,31-07-2025,180,4,2195.5,191.4,48.9,29.7,Clear,Faulty,73,12,MEDIUM,True,False,71.2,Immediate,Weekly,278,Yes,0.628,278.2,65.9,B,4.63,87.6,0.96
TDMS03483,WIS-LXU,WIS,LXU,115.58,Northern Railway,Ferozpur,CORR_010,TRD_VOLTAGE_FLUCTUATION_F3483,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,31.04025,74.264494,31-08-2026,16-09-2026,17-09-2026,18-09-2026,4.53,4.5,0,25.6,25-10-2025,180,3,2073.2,220.9,47.3,21.3,Rainy,Faulty,65,27,MEDIUM,False,False,41.9,Immediate,Weekly,270,No,0.839,115.2,72.4,B,4.53,93.1,0.832
TDMS03484,WM-UY,WM,UY,76.62,South Central Railway,Secunderabad,CORR_012,TRD_LINE_BREAKAGE_F3484,OHE_CONTACT_LINE,Line Breakage,Medium,Sensor_Alert,17.944035,78.810331,11-08-2025,13-09-2026,14-09-2026,17-09-2026,2.78,2.58,60,2.5,20-07-2026,180,4,1894.7,201.9,49.1,13.5,Snowy,Normal,63,29,MEDIUM,False,False,28.5,This_Month,Monthly,155,No,0.207,653.9,49.1,C,2.78,60.5,0.866
TDMS03485,ULO-KS,ULO,KS,89.47,Central Railway,Bhusawal,CORR_005,TRD_LINE_BREAKAGE_F3485,OHE_CONTACT_LINE,Line Breakage,Critical,Sensor_Alert,20.819719,74.110016,03-11-2025,04-09-2026,04-09-2026,05-09-2026,4.45,5.18,20,11.2,31-07-2025,365,1,1847.4,197.2,46.6,13.6,Snowy,Faulty,34,7,MEDIUM,False,False,51.7,Immediate,Weekly,311,No,0.688,298.1,75.0,A,4.45,89.9,0.696
TDMS03486,QJWT-MILF,QJWT,MILF,8.21,South Eastern Railway,Chakradharpur,CORR_002,TRD_CONTACT_WIRE_WEAR_F3486,OHE_CONTACT_LINE,Contact Wire Wear,Critical,Manual_Inspection,21.983994,85.520945,25-09-2025,12-09-2026,12-09-2026,13-09-2026,4.22,4.55,20,9.9,23-11-2025,90,2,2265.4,231.3,46.2,12.7,Rainy,Faulty,48,11,HIGH,True,False,61.4,Immediate,Weekly,273,Yes,0.625,349.7,78.3,A,4.22,96.2,0.698
TDMS03487,YJ-VWVE,YJ,VWVE,88.28,South Central Railway,Secunderabad,CORR_002,TRD_INSULATION_FAULT_F3487,TRACTION_SUBSTATION_TRANSFORMER,Insulation Fault,High,Manual_Inspection,18.122589,79.930265,26-09-2025,14-09-2026,14-09-2026,16-09-2026,3.1,3.5,40,29.1,11-12-2025,180,2,1893.6,249.4,52.5,14.0,Windstorm,Overheated,71,23,LOW,False,False,32.8,This_Month,Monthly,210,No,0.572,328.2,59.9,B,3.1,68.8,0.712
TDMS03488,SX-WDIJD,SX,WDIJD,12.9,Eastern Railway,Malda,CORR_001,TRD_OIL_LEAKAGE_F3488,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,High,Thermal_Drone,28.694839,86.787596,28-06-2026,13-09-2026,14-09-2026,16-09-2026,5.34,5.15,40,13.8,27-11-2025,90,3,2174.8,229.5,46.6,24.1,Clear,Overheated,66,29,HIGH,False,True,60.7,This_Week,Weekly,309,Yes,0.487,398.7,70.0,B,5.34,71.6,0.857
TDMS03489,AQU-JL,AQU,JL,34.15,Southern Railway,Palakkad,CORR_010,TRD_OVERHEATING_F3489,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,8.5869,74.59997,08-07-2025,06-09-2026,06-09-2026,09-09-2026,3.3,3.47,60,30.0,10-08-2025,180,2,2002.7,200.8,48.6,21.4,Windstorm,Normal,47,26,HIGH,False,True,39.0,This_Month,Monthly,208,No,0.218,622.6,54.6,B,3.3,65.7,0.901
TDMS03490,CR-XU,CR,XU,106.52,Northern Railway,Ferozpur,CORR_007,TRD_LINE_BREAKAGE_F3490,OHE_CONTACT_LINE,Line Breakage,Medium,Manual_Inspection,29.330817,73.077098,26-08-2025,05-09-2026,05-09-2026,08-09-2026,4.18,4.2,60,4.3,09-09-2025,180,1,2038.4,229.3,48.7,23.2,Windstorm,Normal,78,14,MEDIUM,False,True,53.3,This_Month,Monthly,252,No,0.207,654.9,50.6,B,4.18,59.1,0.638
TDMS03491,NTVC-YCS,NTVC,YCS,16.81,South Eastern Railway,Ranchi,CORR_008,TRD_TRANSFORMER_FAILURE_F3491,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,Critical,Manual_Inspection,26.131475,85.127269,13-08-2025,11-09-2026,12-09-2026,13-09-2026,4.93,4.33,20,22.0,07-11-2025,180,4,2279.8,214.0,54.4,10.5,Thunderstorm,Faulty,38,25,HIGH,False,False,42.0,Immediate,Weekly,260,No,0.715,288.0,82.7,A,4.93,93.5,0.66
TDMS03492,OF-AQMYS,OF,AQMYS,40.72,Central Railway,Pune,CORR_007,TRD_OVERHEATING_F3492,TRACTION_POWER_EQUIPMENT,Overheating,Medium,Thermal_Drone,16.813383,74.211822,13-09-2025,06-09-2026,06-09-2026,09-09-2026,3.52,4.12,60,15.2,26-03-2026,90,1,2207.9,197.8,46.3,14.0,Clear,Normal,67,11,HIGH,True,True,80.5,This_Month,Monthly,247,Yes,0.18,693.9,55.2,B,3.52,58.9,0.753
TDMS03493,LS-TIR,LS,TIR,73.2,Northern Railway,Moradabad,CORR_001,TRD_CIRCUIT_BREAKER_TRIP_F3493,TRACTION_POWER_EQUIPMENT,Circuit Breaker Trip,Critical,Thermal_Drone,32.818247,81.778529,17-12-2025,05-09-2026,05-09-2026,06-09-2026,4.18,4.63,20,8.3,04-09-2025,90,2,1964.7,233.0,46.2,15.2,Rainy,Faulty,80,5,MEDIUM,False,False,53.1,Immediate,Weekly,278,No,0.685,302.1,77.4,A,4.18,93.6,0.82
TDMS03494,WMYV-ZEMS,WMYV,ZEMS,93.85,Southern Railway,Palakkad,CORR_006,TRD_VOLTAGE_FLUCTUATION_F3494,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Sensor_Alert,10.40784,72.943978,23-03-2026,07-09-2026,07-09-2026,08-09-2026,4.91,5.18,20,30.0,23-01-2026,365,5,1894.7,222.9,48.7,19.0,Windstorm,Faulty,62,13,HIGH,False,False,37.4,Immediate,Weekly,311,No,0.724,249.7,76.7,A,4.91,92.2,0.782
TDMS03495,YMVIO-VW,YMVIO,VW,2.15,Central Railway,Nagpur,CORR_008,TRD_OIL_LEAKAGE_F3495,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Critical,Sensor_Alert,22.207381,79.777928,09-12-2025,14-09-2026,14-09-2026,15-09-2026,4.14,4.62,20,26.9,25-12-2025,90,0,2117.0,224.2,49.6,29.1,Rainy,Faulty,25,26,MEDIUM,False,False,39.7,Immediate,Weekly,277,No,0.683,319.0,72.7,B,4.14,83.8,0.795
TDMS03496,LJ-HIOO,LJ,HIOO,72.92,Central Railway,Mumbai CST,CORR_004,TRD_LINE_BREAKAGE_F3496,OHE_CONTACT_LINE,Line Breakage,High,Sensor_Alert,14.932667,71.754703,28-01-2026,05-09-2026,05-09-2026,07-09-2026,5.26,5.47,40,6.5,15-08-2026,90,2,1870.8,241.3,52.6,16.1,Clear,Overheated,40,16,HIGH,False,False,31.4,This_Week,Weekly,328,No,0.466,346.8,67.4,B,5.26,73.2,0.841
TDMS03497,SD-UG,SD,UG,111.79,South Central Railway,Guntakal,CORR_010,TRD_TRANSFORMER_FAILURE_F3497,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,13.486495,74.611,01-03-2026,05-09-2026,05-09-2026,07-09-2026,4.09,4.4,40,21.3,08-12-2025,365,6,1807.8,222.1,52.2,19.4,Rainy,Overheated,80,12,HIGH,True,False,74.6,This_Week,Weekly,264,Yes,0.584,326.5,72.5,B,4.09,80.7,0.678
TDMS03498,DI-PN,DI,PN,31.38,Central Railway,Nagpur,CORR_010,TRD_VOLTAGE_FLUCTUATION_F3498,TRACTION_POWER_EQUIPMENT,Voltage Fluctuation,Critical,Manual_Inspection,22.126185,82.219794,16-12-2025,07-09-2026,08-09-2026,09-09-2026,4.76,4.72,20,4.7,26-08-2025,90,4,1971.6,230.7,54.6,12.2,Windstorm,Faulty,53,10,HIGH,True,False,70.2,Immediate,Weekly,283,Yes,0.849,207.0,79.7,A,4.76,93.8,0.715
TDMS03499,TDNC-EB,TDNC,EB,35.9,Western Railway,Ratlam,CORR_002,TRD_CONTACT_WIRE_WEAR_F3499,OHE_CONTACT_LINE,Contact Wire Wear,Medium,Manual_Inspection,24.934931,76.931735,10-08-2025,03-09-2026,04-09-2026,07-09-2026,3.91,3.63,60,20.8,11-12-2025,90,0,1894.7,245.9,54.9,18.4,Clear,Normal,52,11,MEDIUM,False,False,26.3,This_Month,Monthly,218,No,0.161,596.1,42.9,C,3.91,57.1,0.709
TDMS03500,MFOI-PEV,MFOI,PEV,81.39,Southern Railway,Madurai,CORR_007,TRD_OIL_LEAKAGE_F3500,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Medium,Thermal_Drone,9.754863,77.402447,20-09-2025,12-09-2026,13-09-2026,16-09-2026,4.47,4.1,60,19.6,11-12-2025,90,0,2123.9,208.0,52.4,17.9,Thunderstorm,Normal,39,13,LOW,False,True,36.7,This_Month,Monthly,246,No,0.165,634.4,40.5,C,4.47,51.9,0.813
TDMS03501,PYYDX-BVQN,PYYDX,BVQN,1.83,Central Railway,Solapur,CORR_008,TRD_OIL_LEAKAGE_F3501,TRACTION_SUBSTATION_TRANSFORMER,Oil Leakage,Critical,Manual_Inspection,17.025604,76.436386,14-08-2025,12-09-2026,13-09-2026,14-09-2026,5.14,4.67,20,24.1,30-08-2025,90,2,1974.5,229.2,48.8,28.7,Clear,Faulty,51,22,LOW,False,False,44.3,Immediate,Weekly,280,No,0.705,241.7,66.8,B,5.14,91.0,0.725
TDMS03502,DZ-VPBUQ,DZ,VPBUQ,74.12,Central Railway,Bhusawal,CORR_009,TRD_TRANSFORMER_FAILURE_F3502,TRACTION_SUBSTATION_TRANSFORMER,Transformer Failure,High,Manual_Inspection,21.914727,76.593576,14-05-2026,14-09-2026,15-09-2026,17-09-2026,4.97,4.6,40,7.7,24-08-2025,365,0,2154.9,209.0,48.3,19.2,Rainy,Overheated,53,20,MEDIUM,False,False,32.8,This_Week,Weekly,276,No,0.387,474.5,62.3,B,4.97,72.8,0.556
TDMS03503,XZXEF-HS,XZXEF,HS,68.44,Southern Railway,Chennai,CORR_002,TRD_OVERHEATING_F3503,TRACTION_POWER_EQUIPMENT,Overheating,High,Thermal_Drone,11.323849,86.946956,20-06-2026,05-09-2026,06-09-2026,08-09-2026,5.31,4.77,40,26.5,10-12-2025,90,6,2180.0,206.5,47.4,12.9,Snowy,Overheated,41,20,HIGH,False,False,37.7,This_Week,Weekly,286,No,0.555,350.3,66.8,B,5.31,73.3,0.765
