Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Latitude,Longitude,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Passenger_vs_Goods_Ratio,Available_Block_Window_Hours,Corridor_Criticality,Upcoming_Special_Traffic,Overlapping_SNT_Request,Overlapping_TD_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
DEF03530,RWO-PBR,RWO,PBR,8.52,Central Railway,Solapur,16.730222,74.433355,Level Crossing,Missing/Loose Fastener,High,Manual Patrol,02-10-2025,13-09-2026,13-09-2026,15-09-2026,5.2,6.0,327,34.8,08-07-2026,30,6,8,0.69,6.65,Trunk,False,False,True,0.83,Immediate,Weekly,6.0,Yes,72.0,5.2,82.0,0.9
DEF03531,JIND-UCA,JIND,UCA,16.28,Central Railway,Nagpur,19.051486,80.326161,Point & Crossing,Worn Point Blade,High,Manual Patrol,09-06-2026,08-09-2026,08-09-2026,10-09-2026,6.1,7.6,71,26.5,14-08-2026,60,1,3,0.82,16.67,Branch,False,False,False,0.31,Immediate,Weekly,7.6,No,56.3,6.1,55.1,0.86
DEF03532,MYS-CMJ,MYS,CMJ,0.84,South Central Railway,Vijayawada,16.968919,85.067879,Point & Crossing,Worn Point Blade,High,TRC Survey,18-06-2026,06-09-2026,06-09-2026,08-09-2026,6.9,7.8,61,8.9,05-08-2026,30,0,6,0.6,10.25,Trunk,False,False,False,0.4,Immediate,Weekly,7.8,No,63.0,6.9,67.0,0.87
DEF03533,ROU-RNC,ROU,RNC,40.28,South Central Railway,Vijayawada,15.693212,84.527575,Sleeper,Cracked/Broken Sleeper,Medium,Manual Patrol,13-09-2025,04-09-2026,04-09-2026,07-09-2026,3.4,4.1,337,23.7,03-07-2026,60,1,3,0.86,19.33,Branch,True,True,True,0.97,Immediate,Weekly,4.1,Yes,39.9,3.4,37.1,0.91
DEF03534,GZO-EKI,GZO,EKI,8.66,South Central Railway,Guntakal,14.315353,77.581091,Ballast,Insufficient Ballast Cushion,Medium,TRC Survey,15-12-2025,10-09-2026,10-09-2026,13-09-2026,6.6,7.3,245,7.9,27-07-2025,365,0,5,0.8,9.08,Trunk,False,False,True,0.69,Immediate,Weekly,7.3,Yes,42.3,6.6,48.4,0.73
DEF03535,CTO-TPTY,CTO,TPTY,70.44,Northern Railway,Lucknow,24.253649,80.819975,Point & Crossing,Worn Point Blade,High,TRC Survey,27-03-2026,07-09-2026,07-09-2026,09-09-2026,4.7,5.6,143,7.7,22-05-2026,90,1,12,0.64,9.8,Trunk,True,False,False,0.09,Immediate,Weekly,5.6,No,65.3,4.7,58.9,0.77
DEF03536,BXJ-DMV,BXJ,DMV,9.69,South Central Railway,Guntakal,15.63857,77.232961,Level Crossing,Loose/Cracked Fish Plate,Critical,TRC Survey,26-03-2026,05-09-2026,05-09-2026,06-09-2026,5.9,7.1,156,20.7,05-06-2026,60,2,8,0.62,6.93,Trunk,False,False,False,0.35,Immediate,Weekly,7.1,No,86.2,5.9,82.4,0.84
DEF03537,NWU-NDB,NWU,NDB,48.6,South Eastern Railway,Ranchi,22.790646,82.990381,Rail,Weld Defect,Medium,Manual Patrol,03-08-2026,09-09-2026,09-09-2026,12-09-2026,7.9,8.5,0,6.5,15-08-2026,60,0,2,0.57,18.93,Branch,False,False,False,0.3,This Month,Monthly,8.5,No,14.9,7.9,12.8,0.74
DEF03538,KLL-SBI,KLL,SBI,19.04,South Central Railway,Guntur,14.793026,81.453144,Bridge,Bearing Wear,Medium,UFD,28-11-2025,07-09-2026,07-09-2026,10-09-2026,12.5,13.0,238,8.6,15-06-2026,365,0,2,0.87,21.32,Branch,False,False,False,0.21,Immediate,Weekly,13.0,No,42.6,12.5,39.6,0.75
DEF03539,HMI-DUI,HMI,DUI,0.52,Eastern Railway,Malda,26.000007,85.763804,Sleeper,Sleeper Displacement,Medium,Manual Patrol,28-03-2026,13-09-2026,13-09-2026,16-09-2026,2.6,4.1,132,2.3,07-07-2026,60,0,6,0.81,8.73,Trunk,False,False,True,0.68,Immediate,Weekly,4.1,Yes,43.8,2.6,55.7,0.76
DEF03540,JLN-DUA,JLN,DUA,0.6,Southern Railway,Chennai,10.25327,83.61046,Ballast,Insufficient Ballast Cushion,High,TRC Survey,13-01-2026,12-09-2026,12-09-2026,14-09-2026,9.5,11.0,219,14.7,30-06-2026,60,1,6,0.69,10.42,Trunk,False,False,False,0.01,Immediate,Weekly,11.0,No,65.6,9.5,64.0,0.79
DEF03541,MINJ-SCC,MINJ,SCC,7.66,Southern Railway,Salem,12.68604,78.147461,Point & Crossing,Crossing Wear,Medium,TRC Survey,22-11-2025,12-09-2026,12-09-2026,15-09-2026,5.7,6.3,264,31.4,07-07-2026,30,5,2,0.67,14.27,Branch,False,False,False,0.04,Immediate,Weekly,6.3,No,56.4,5.7,63.8,0.81
DEF03542,TTR-HVL,TTR,HVL,10.27,South Eastern Railway,Ranchi,23.651319,83.744683,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,18-07-2026,09-09-2026,09-09-2026,14-09-2026,6.8,8.1,0,26.8,22-05-2026,60,2,2,0.69,15.08,Branch,False,False,False,0.05,Programmed,Monthly,8.1,No,15.5,6.8,11.2,0.99
DEF03543,GWL-AGC,GWL,AGC,61.51,Western Railway,Ratlam,24.372439,75.183854,Ballast,Ballast Degradation,Low,Manual Patrol,17-11-2025,13-09-2026,13-09-2026,18-09-2026,6.6,7.9,224,25.3,09-05-2026,180,2,33,0.59,5.05,Trunk,False,False,False,0.08,Immediate,Weekly,7.9,No,49.5,6.6,51.9,0.82
DEF03544,HRW-DWO,HRW,DWO,8.79,Central Railway,Nagpur,22.499463,79.709186,Rail,Rail Fracture,Medium,TRC Survey,04-02-2026,12-09-2026,12-09-2026,15-09-2026,4.5,5.2,186,35.9,31-05-2026,180,3,3,0.56,12.77,Branch,False,False,False,0.19,Immediate,Weekly,5.2,No,50.1,4.5,56.7,0.77
DEF03545,UKD-DUU,UKD,DUU,4.19,Southern Railway,Salem,12.681703,76.973076,Sleeper,Sleeper Displacement,Medium,Manual Patrol,03-07-2026,07-09-2026,07-09-2026,10-09-2026,3.8,4.5,42,36.6,16-08-2026,180,4,4,0.62,16.17,Trunk,True,False,False,0.22,Immediate,Weekly,4.5,No,47.5,3.8,46.3,0.92
DEF03546,BTE-AH,BTE,AH,20.61,Western Railway,Ratlam,24.092839,76.907125,Level Crossing,Loose/Cracked Fish Plate,Critical,Manual Patrol,11-08-2025,09-09-2026,09-09-2026,10-09-2026,4.9,6.0,383,30.3,26-07-2026,180,2,17,0.72,3.3,Trunk,True,False,False,0.04,Immediate,Weekly,6.0,No,85.0,4.9,80.7,0.76
DEF03547,SVPI-GWL,SVPI,GWL,64.44,South Central Railway,Guntur,16.983463,79.682295,Point & Crossing,Worn Point Blade,High,Manual Patrol,27-09-2025,09-09-2026,09-09-2026,11-09-2026,5.4,6.7,333,20.6,11-06-2026,180,0,8,0.62,11.92,Trunk,True,False,True,0.75,Immediate,Weekly,6.7,Yes,61.9,5.4,72.8,0.84
DEF03548,PTAE-BQY,PTAE,BQY,2.87,Central Railway,Pune,17.953858,73.507811,Point & Crossing,Crossing Wear,Low,UFD,18-10-2025,13-09-2026,13-09-2026,18-09-2026,5.0,6.5,250,22.2,12-06-2026,60,1,18,0.62,6.4,Trunk,True,False,True,0.89,Immediate,Weekly,6.5,Yes,46.8,5.0,53.6,0.94
DEF03549,PLY-BTY,PLY,BTY,0.2,South Central Railway,Vijayawada,17.729364,80.555614,Sleeper,Cracked/Broken Sleeper,Critical,TRC Survey,10-01-2026,13-09-2026,13-09-2026,14-09-2026,4.6,5.5,230,30.9,02-06-2026,60,2,2,0.72,14.28,Branch,False,False,True,0.94,Immediate,Weekly,5.5,Yes,76.3,4.6,77.6,0.83
DEF03550,SVO-BLSD,SVO,BLSD,2.47,South Central Railway,Vijayawada,17.12356,81.790479,Rail,Corrugation,Medium,Manual Patrol,04-09-2025,12-09-2026,12-09-2026,15-09-2026,6.2,6.8,326,6.1,26-08-2026,30,0,3,0.74,13.98,Branch,False,False,True,0.78,Immediate,Weekly,6.8,Yes,42.1,6.2,48.5,0.82
DEF03551,CRLM-BLRR,CRLM,BLRR,1.22,Central Railway,Solapur,17.976671,76.699101,Sleeper,Cracked/Broken Sleeper,High,Manual Patrol,06-04-2026,07-09-2026,07-09-2026,09-09-2026,4.9,5.8,142,15.6,17-02-2026,180,0,5,0.81,12.68,Trunk,False,False,False,0.26,Immediate,Weekly,5.8,No,58.0,4.9,57.8,0.94
DEF03552,CNGR-TRVL,CNGR,TRVL,1.0,South Eastern Railway,Ranchi,24.639309,83.604483,Sleeper,Cracked/Broken Sleeper,Critical,TRC Survey,15-06-2026,14-09-2026,14-09-2026,15-09-2026,5.2,6.4,77,25.4,07-07-2026,90,3,50,0.78,2.07,Trunk,False,True,False,0.64,Immediate,Weekly,6.4,Yes,84.3,5.2,79.3,0.77
DEF03553,DMN-DIP,DMN,DIP,3.36,South Central Railway,Secunderabad,17.47713,79.42715,Level Crossing,Missing/Loose Fastener,Critical,TRC Survey,02-08-2026,06-09-2026,06-09-2026,07-09-2026,3.8,5.2,26,12.4,10-07-2026,90,1,3,0.71,12.93,Branch,False,False,False,0.22,Immediate,Weekly,5.2,No,58.0,3.8,56.0,0.93
DEF03554,BHPA-MGT,BHPA,MGT,2.51,South Eastern Railway,Adra,24.091285,86.3205,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,26-03-2026,02-09-2026,02-09-2026,07-09-2026,6.9,8.1,107,23.1,21-08-2026,60,5,21,0.68,7.0,Trunk,False,False,False,0.37,Immediate,Weekly,8.1,No,42.6,6.9,44.8,0.98
DEF03555,TUN-NRW,TUN,NRW,18.6,South Central Railway,Vijayawada,17.087832,80.075581,Rail,Corrugation,High,Manual Patrol,18-04-2026,05-09-2026,05-09-2026,07-09-2026,6.7,7.4,124,19.5,22-03-2026,180,2,8,0.58,16.23,Trunk,False,False,True,0.74,Immediate,Weekly,7.4,Yes,63.2,6.7,68.3,0.72
DEF03556,KARH-MIN,KARH,MIN,7.15,South Eastern Railway,Ranchi,21.785961,82.538687,Rail,Corrugation,Medium,UFD,15-02-2026,12-09-2026,12-09-2026,15-09-2026,5.8,7.2,173,11.8,15-07-2026,180,0,4,0.56,10.53,Trunk,False,True,False,0.61,Immediate,Weekly,7.2,Yes,50.7,5.8,48.2,0.8
DEF03557,SOJN-SGD,SOJN,SGD,2.06,Central Railway,Nagpur,23.28059,78.458679,Point & Crossing,Crossing Wear,High,TRC Survey,28-08-2025,08-09-2026,08-09-2026,10-09-2026,5.8,6.9,359,40.3,09-07-2026,30,2,9,0.73,7.38,Trunk,False,False,False,0.02,Immediate,Weekly,6.9,No,66.0,5.8,65.7,0.91
DEF03558,GRP-SKG,GRP,SKG,2.83,Central Railway,Bhusawal,21.202381,75.267921,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,10-10-2025,08-09-2026,08-09-2026,11-09-2026,3.8,5.0,304,8.3,31-05-2026,60,0,48,0.56,5.6,Trunk,False,False,False,0.01,Immediate,Weekly,5.0,No,52.1,3.8,48.6,0.81
DEF03559,RTM-NAD,RTM,NAD,36.41,South Eastern Railway,Ranchi,23.167982,82.175769,Point & Crossing,Worn Point Blade,Medium,UFD,11-06-2026,09-09-2026,09-09-2026,12-09-2026,3.8,4.5,47,28.4,28-04-2026,180,1,27,0.7,4.92,Trunk,True,False,False,0.2,Immediate,Weekly,4.5,No,53.9,3.8,53.7,0.72
DEF03560,BP-PTF,BP,PTF,2.31,Southern Railway,Salem,12.951977,76.990196,Bridge,Girder Corrosion,High,UFD,28-09-2025,10-09-2026,11-09-2026,13-09-2026,14.9,9.65,323,27.7,10-04-2026,90,2,95,0.68,3.65,Trunk,False,False,False,0.31,Immediate,Weekly,9.65,No,72.2,14.9,72.0,0.93
DEF03561,FUT-BKG,FUT,BKG,4.35,South Central Railway,Guntur,15.345767,80.5528,Rail,Weld Defect,Medium,Manual Patrol,26-05-2026,10-09-2026,10-09-2026,13-09-2026,6.2,7.0,79,21.1,02-07-2026,90,2,15,0.85,4.5,Trunk,True,False,False,0.24,Immediate,Weekly,7.0,No,51.0,6.2,54.2,0.79
DEF03562,KCD-GKM,KCD,GKM,9.39,Southern Railway,Chennai,10.621284,82.504822,Ballast,Insufficient Ballast Cushion,Low,UFD,18-08-2026,03-09-2026,03-09-2026,08-09-2026,6.9,7.9,0,32.0,11-07-2026,90,4,5,0.84,9.43,Trunk,False,True,False,0.69,Programmed,Monthly,7.9,Yes,23.7,6.9,24.4,0.76
DEF03563,BAQ-MABA,BAQ,MABA,4.91,Central Railway,Bhusawal,21.140567,75.711617,Ballast,Ballast Degradation,Medium,TRC Survey,25-01-2026,05-09-2026,05-09-2026,08-09-2026,7.3,7.9,175,32.0,07-06-2026,60,1,7,0.85,8.28,Trunk,False,True,False,0.85,Immediate,Weekly,7.9,Yes,54.6,7.3,56.4,0.79
DEF03564,MED-GWV,MED,GWV,2.16,Southern Railway,Chennai,12.957332,84.258083,Bridge,Deck Slab Crack,Medium,TRC Survey,24-08-2025,07-09-2026,07-09-2026,10-09-2026,13.1,14.18,357,12.3,19-06-2026,60,3,16,0.87,8.18,Trunk,False,False,False,0.19,Immediate,Weekly,14.18,No,54.1,13.1,59.6,0.88
DEF03565,AGP-BLH,AGP,BLH,0.57,Central Railway,Nagpur,22.635602,81.964378,Rail,Rail Fracture,Low,Manual Patrol,26-11-2025,08-09-2026,08-09-2026,13-09-2026,7.3,8.6,190,38.3,01-06-2026,60,5,102,0.84,4.23,Trunk,False,False,False,0.29,Immediate,Weekly,8.6,No,52.9,7.3,55.0,0.84
DEF03566,CKA-CKLA,CKA,CKLA,1.46,South Central Railway,Nanded,19.65063,77.04159,Point & Crossing,Worn Point Blade,Low,TRC Survey,06-01-2026,02-09-2026,02-09-2026,07-09-2026,4.3,5.4,153,36.7,06-08-2026,30,4,5,0.81,7.85,Trunk,False,False,False,0.37,Immediate,Weekly,5.4,No,48.7,4.3,53.1,0.83
DEF03567,CDI-NPNR,CDI,NPNR,3.59,South Central Railway,Guntur,15.644422,80.412106,Rail,Corrugation,High,Manual Patrol,29-05-2026,08-09-2026,08-09-2026,10-09-2026,7.5,8.9,87,22.8,03-07-2026,30,1,2,0.9,12.92,Branch,False,True,False,0.59,Immediate,Weekly,8.9,No,60.9,7.5,61.2,0.76
DEF03568,TNJR-PT,TNJR,PT,3.82,Central Railway,Nagpur,20.321154,79.27662,Rail,Corrugation,Low,UFD,19-03-2026,14-09-2026,14-09-2026,19-09-2026,6.8,7.9,86,35.0,04-08-2026,30,6,9,0.78,10.08,Trunk,False,False,False,0.34,Immediate,Weekly,7.9,No,49.1,6.8,58.9,0.8
DEF03569,GOE-RNY,GOE,RNY,7.3,Southern Railway,Salem,11.637613,77.408695,Ballast,Ballast Degradation,Medium,Manual Patrol,06-06-2026,04-09-2026,04-09-2026,07-09-2026,7.8,8.7,60,36.2,12-01-2026,180,2,5,0.63,10.17,Trunk,False,False,False,0.0,Immediate,Weekly,8.7,No,55.9,7.8,58.7,0.73
DEF03570,AJK-SRNR,AJK,SRNR,3.87,Northern Railway,Delhi,27.042773,75.570357,Sleeper,Cracked/Broken Sleeper,Low,Manual Patrol,23-05-2026,11-09-2026,11-09-2026,16-09-2026,1.8,2.8,0,22.0,14-04-2026,90,0,3,0.81,15.35,Branch,False,False,False,0.31,Programmed,Monthly,2.8,No,11.9,1.8,8.1,0.94
DEF03571,MBI-RJA,MBI,RJA,9.57,Central Railway,Pune,18.161502,74.507001,Level Crossing,Loose/Cracked Fish Plate,Critical,Manual Patrol,23-07-2026,04-09-2026,04-09-2026,05-09-2026,4.7,5.6,39,41.6,14-01-2026,180,2,10,0.61,6.75,Trunk,False,False,False,0.26,Immediate,Weekly,5.6,No,78.1,4.7,72.0,0.9
DEF03572,MSB-TBM,MSB,TBM,14.14,South Central Railway,Vijayawada,14.918064,84.057382,Level Crossing,Loose/Cracked Fish Plate,Low,Manual Patrol,01-03-2026,11-09-2026,11-09-2026,16-09-2026,3.4,4.3,70,40.9,31-01-2026,180,3,28,0.87,7.17,Trunk,False,False,False,0.18,Immediate,Weekly,4.3,No,53.3,3.4,52.3,0.7
DEF03573,BGK-MGL,BGK,MGL,7.32,Southern Railway,Chennai,14.048146,81.525456,Rail,Rail Fracture,Low,TRC Survey,11-07-2026,12-09-2026,12-09-2026,17-09-2026,5.7,6.4,0,39.5,26-07-2026,30,4,4,0.67,6.55,Trunk,False,True,False,0.6,Programmed,Monthly,6.4,Yes,22.1,5.7,22.3,0.95
DEF03574,MLND-TNA,MLND,TNA,2.02,South Central Railway,Guntakal,14.579261,78.314483,Bridge,Deck Slab Crack,Low,Manual Patrol,05-08-2026,08-09-2026,08-09-2026,13-09-2026,9.5,10.6,0,17.3,29-08-2026,60,6,199,0.56,4.7,Trunk,False,True,True,1.0,Programmed,Monthly,10.6,Yes,27.1,9.5,22.9,0.82
DEF03575,BRBS-GMH,BRBS,GMH,1.92,Western Railway,Ratlam,23.88114,74.313631,Ballast,Ballast Degradation,Low,TRC Survey,31-05-2026,10-09-2026,10-09-2026,15-09-2026,5.4,6.9,0,20.3,21-03-2026,180,1,5,0.87,10.62,Trunk,False,False,True,0.88,Programmed,Monthly,6.9,Yes,20.4,5.4,14.3,0.98
DEF03576,CHL-KRJ,CHL,KRJ,10.05,South Central Railway,Nanded,18.942439,76.534043,Point & Crossing,Crossing Wear,Medium,TRC Survey,31-01-2026,05-09-2026,05-09-2026,08-09-2026,5.1,5.9,175,14.8,12-05-2026,180,2,2,0.63,22.23,Branch,True,False,False,0.21,Immediate,Weekly,5.9,No,42.2,5.1,42.5,0.88
DEF03577,HRT-BKP,HRT,BKP,10.61,Central Railway,Nagpur,19.555148,79.070541,Rail,Corrugation,Medium,TRC Survey,12-10-2025,03-09-2026,03-09-2026,06-09-2026,4.6,5.4,286,16.9,26-08-2026,90,1,8,0.64,8.02,Trunk,False,False,False,0.34,Immediate,Weekly,5.4,No,49.3,4.6,50.3,0.9
DEF03578,ADST-BDC,ADST,BDC,1.33,Central Railway,Nagpur,20.318829,78.243637,Ballast,Insufficient Ballast Cushion,High,UFD,01-11-2025,14-09-2026,14-09-2026,16-09-2026,10.3,11.12,290,13.4,14-07-2026,60,0,32,0.65,5.12,Trunk,True,False,True,0.57,Immediate,Weekly,11.12,No,65.3,10.3,61.8,0.78
DEF03579,SNRA-CHR,SNRA,CHR,0.76,South Eastern Railway,Ranchi,22.294596,83.070444,Rail,Internal Flaw (UFD),Medium,Manual Patrol,05-10-2025,08-09-2026,08-09-2026,11-09-2026,5.3,6.6,297,28.8,28-04-2026,90,3,3,0.78,10.4,Branch,True,False,False,0.24,Immediate,Weekly,6.6,No,52.6,5.3,46.7,0.82
DEF03580,AG-BHGH,AG,BHGH,4.75,South Central Railway,Vijayawada,17.062621,80.704472,Bridge,Bearing Wear,High,TRC Survey,20-01-2026,13-09-2026,14-09-2026,16-09-2026,15.0,11.37,209,12.7,06-05-2026,60,4,19,0.83,5.37,Trunk,False,False,False,0.3,Immediate,Weekly,11.37,No,65.7,15.0,58.9,0.94
DEF03581,GFAE-HYG,GFAE,HYG,0.67,Western Railway,Ratlam,23.065737,76.574541,Level Crossing,Missing/Loose Fastener,Medium,Manual Patrol,26-06-2026,09-09-2026,09-09-2026,12-09-2026,2.4,3.2,46,35.5,09-08-2026,30,4,22,0.71,4.72,Trunk,False,False,False,0.34,Immediate,Weekly,3.2,No,48.8,2.4,50.7,0.98
DEF03582,TRK-TNI,TRK,TNI,5.02,Southern Railway,Chennai,11.426894,82.854119,Sleeper,Sleeper Displacement,Low,UFD,22-12-2025,04-09-2026,04-09-2026,09-09-2026,4.9,5.4,176,10.3,30-05-2026,60,3,3,0.7,11.83,Branch,True,False,False,0.23,Immediate,Weekly,5.4,No,33.3,4.9,31.9,0.9
DEF03583,MZM-BSKR,MZM,BSKR,6.63,South Central Railway,Guntakal,16.398452,77.543604,Ballast,Insufficient Ballast Cushion,Medium,Manual Patrol,21-11-2025,07-09-2026,07-09-2026,10-09-2026,8.7,9.3,254,21.1,09-08-2026,90,2,4,0.57,8.83,Trunk,False,True,False,0.86,Immediate,Weekly,9.3,Yes,54.3,8.7,53.1,0.75
DEF03584,KUK-VZM,KUK,VZM,7.01,Central Railway,Nagpur,20.528374,77.953563,Bridge,Bearing Wear,Medium,UFD,27-04-2026,04-09-2026,05-09-2026,08-09-2026,12.0,11.25,107,12.8,26-12-2025,365,4,9,0.82,5.25,Trunk,False,False,False,0.09,Immediate,Weekly,11.25,No,51.3,12.0,51.6,0.72
DEF03585,BDCR-BTPD,BDCR,BTPD,1.3,Western Railway,Ratlam,25.383123,75.172875,Rail,Internal Flaw (UFD),Medium,Manual Patrol,24-05-2026,13-09-2026,13-09-2026,16-09-2026,8.2,8.9,85,17.4,23-07-2026,60,4,6,0.63,5.75,Trunk,False,False,True,0.94,Immediate,Weekly,8.9,Yes,55.7,8.2,57.2,0.78
DEF03586,ATNR-DGA,ATNR,DGA,4.34,Southern Railway,Chennai,12.605681,84.962894,Bridge,Deck Slab Crack,High,Manual Patrol,17-12-2025,12-09-2026,12-09-2026,14-09-2026,13.8,14.9,252,16.4,14-08-2026,30,0,4,0.77,15.9,Trunk,False,False,False,0.09,Immediate,Weekly,14.9,No,61.4,13.8,61.4,0.85
DEF03587,JPH-CJN,JPH,CJN,8.35,Western Railway,Ahmedabad,23.360365,73.065791,Ballast,Insufficient Ballast Cushion,Low,Manual Patrol,19-10-2025,07-09-2026,07-09-2026,12-09-2026,5.2,6.5,239,8.1,26-04-2026,90,1,12,0.59,6.45,Trunk,True,False,False,0.05,Immediate,Weekly,6.5,No,40.6,5.2,42.7,0.92
DEF03588,DRN-RR,DRN,RR,6.51,South Central Railway,Nanded,19.522834,78.882844,Sleeper,Cracked/Broken Sleeper,Critical,UFD,02-08-2025,14-09-2026,14-09-2026,15-09-2026,6.9,8.3,394,30.2,31-08-2026,30,2,4,0.72,12.75,Trunk,False,False,False,0.08,Immediate,Weekly,8.3,No,75.9,6.9,79.3,0.92
DEF03589,NZM-AGC,NZM,AGC,113.84,South Central Railway,Nanded,18.719948,78.35098,Level Crossing,Missing/Loose Fastener,Medium,TRC Survey,28-05-2026,07-09-2026,07-09-2026,10-09-2026,3.3,3.9,62,6.4,01-08-2026,90,0,8,0.83,7.58,Trunk,False,False,False,0.05,Immediate,Weekly,3.9,No,46.6,3.3,42.0,0.95
DEF03590,BDL-MGS,BDL,MGS,13.6,Central Railway,Nagpur,21.245403,79.465161,Level Crossing,Loose/Cracked Fish Plate,High,TRC Survey,07-11-2025,12-09-2026,12-09-2026,14-09-2026,3.6,4.7,287,25.7,14-04-2026,90,6,2,0.83,20.15,Branch,False,False,False,0.39,Immediate,Weekly,4.7,No,66.0,3.6,69.2,0.93
DEF03591,AAP-JJK,AAP,JJK,2.08,Central Railway,Solapur,15.655705,74.635501,Ballast,Insufficient Ballast Cushion,High,TRC Survey,06-10-2025,06-09-2026,06-09-2026,08-09-2026,8.2,8.9,318,28.4,29-07-2026,60,6,4,0.83,11.42,Trunk,False,False,False,0.38,Immediate,Weekly,8.9,No,70.1,8.2,72.4,0.77
DEF03592,JTJ-KPN,JTJ,KPN,35.11,South Central Railway,Vijayawada,15.17953,84.166873,Point & Crossing,Crossing Wear,Low,Manual Patrol,09-04-2026,10-09-2026,10-09-2026,15-09-2026,5.1,6.1,95,42.0,31-07-2026,60,5,9,0.55,6.13,Trunk,False,True,False,0.86,Immediate,Weekly,6.1,Yes,48.8,5.1,47.3,0.77
DEF03593,CHI-ANO,CHI,ANO,8.76,South Central Railway,Guntur,15.389189,79.154594,Point & Crossing,Crossing Wear,Medium,Manual Patrol,19-08-2026,04-09-2026,04-09-2026,07-09-2026,5.7,6.8,0,2.2,23-07-2026,180,0,2,0.67,17.42,Branch,False,True,False,0.63,This Month,Monthly,6.8,Yes,17.8,5.7,8.8,0.96
DEF03594,TKYR-MJG,TKYR,MJG,10.12,South Central Railway,Guntur,14.99908,80.582974,Point & Crossing,Worn Point Blade,Medium,Manual Patrol,08-08-2026,08-09-2026,08-09-2026,11-09-2026,5.1,6.3,8,35.2,30-08-2026,90,4,3,0.61,11.28,Branch,False,True,False,0.87,This Month,Monthly,6.3,Yes,37.4,5.1,36.1,0.93
DEF03595,KLYG-KLYM,KLYG,KLYM,0.77,Central Railway,Nagpur,20.641698,80.216043,Sleeper,Sleeper Displacement,Low,Manual Patrol,20-12-2025,02-09-2026,02-09-2026,07-09-2026,2.2,3.7,154,19.3,19-05-2026,90,1,16,0.81,6.95,Trunk,True,False,False,0.23,Immediate,Weekly,3.7,No,46.0,2.2,45.5,0.92
DEF03596,DPX-JAJ,DPX,JAJ,1.38,Central Railway,Nagpur,20.514605,82.652198,Rail,Weld Defect,High,Manual Patrol,11-05-2026,09-09-2026,09-09-2026,11-09-2026,8.1,9.6,99,1.0,19-07-2026,60,0,8,0.77,11.18,Trunk,True,True,False,0.78,Immediate,Weekly,9.6,Yes,55.0,8.1,61.0,0.98
DEF03597,AJJ-SHU,AJJ,SHU,0.23,Central Railway,Bhusawal,20.993105,76.099567,Rail,Weld Defect,Medium,Manual Patrol,12-04-2026,11-09-2026,11-09-2026,14-09-2026,7.1,8.3,108,5.5,06-03-2026,180,0,4,0.78,14.17,Trunk,False,True,False,0.92,Immediate,Weekly,8.3,Yes,43.2,7.1,49.1,0.73
DEF03598,KBT-TO,KBT,TO,0.66,South Central Railway,Vijayawada,14.932262,82.794482,Ballast,Insufficient Ballast Cushion,Medium,TRC Survey,10-02-2026,05-09-2026,05-09-2026,08-09-2026,8.5,9.5,185,13.6,28-06-2026,90,1,20,0.6,6.33,Trunk,False,False,True,0.5,Immediate,Weekly,9.5,No,51.4,8.5,50.9,0.95
DEF03599,MXN-NCH,MXN,NCH,9.15,Central Railway,Nagpur,19.996295,81.035244,Rail,Rail Wear,Medium,UFD,06-12-2025,14-09-2026,14-09-2026,17-09-2026,6.6,8.0,249,16.2,24-05-2026,180,1,4,0.62,15.33,Trunk,False,False,True,0.98,Immediate,Weekly,8.0,Yes,50.9,6.6,54.1,0.83
DEF03600,VVKP-DBSI,VVKP,DBSI,0.26,Southern Railway,Chennai,12.869191,83.142555,Bridge,Bearing Wear,Medium,Manual Patrol,01-02-2026,10-09-2026,11-09-2026,14-09-2026,12.1,9.77,171,33.0,06-04-2026,90,1,28,0.77,3.77,Trunk,True,False,False,0.28,Immediate,Weekly,9.77,No,52.1,12.1,57.4,0.95
DEF03601,KSRA-KYN,KSRA,KYN,16.75,South Eastern Railway,Ranchi,23.809287,84.494275,Sleeper,Cracked/Broken Sleeper,Medium,Manual Patrol,01-02-2026,04-09-2026,04-09-2026,07-09-2026,3.4,4.8,181,27.0,25-03-2026,365,4,7,0.8,10.5,Trunk,True,False,False,0.07,Immediate,Weekly,4.8,No,57.0,3.4,58.5,0.93
DEF03602,PAAL-MRSH,PAAL,MRSH,0.24,Central Railway,Pune,18.378331,73.598764,Point & Crossing,Crossing Wear,Low,TRC Survey,17-03-2026,07-09-2026,07-09-2026,12-09-2026,3.0,4.2,84,44.3,10-08-2026,90,4,2,0.64,15.22,Branch,True,True,False,0.77,Immediate,Weekly,4.2,Yes,41.2,3.0,47.4,0.89
